# Female
140	146
140	76
141	126
141	136
141	143
142	137
142	159
142	86
142	86
143	118
144	66
145	141
145	79
146	101
146	104
146	110
146	123
146	147
146	157
147	107
147	126
147	67
147	94
148	54
148	67
149	108
149	61
150	119
150	144
150	153
150	50
150	60
150	70
150	84
150	87
150	97
151	158
151	55
151	64
151	67
152	114
152	154
152	90
153	107
153	133
153	146
153	149
153	51
153	77
153	78
154	132
154	92
154	96
155	111
155	115
155	144
155	71
156	106
156	126
156	52
156	89
157	103
157	110
157	153
157	52
157	56
157	60
157	66
158	149
158	153
159	104
159	80
160	109
160	124
160	131
160	51
160	83
161	134
161	145
161	154
162	159
162	58
162	64
162	68
162	74
163	154
163	159
163	57
163	63
164	126
164	142
164	160
164	59
164	70
164	71
164	71
164	82
165	57
165	83
165	95
166	126
166	133
166	140
166	144
166	153
167	110
167	135
167	153
167	58
167	79
167	85
167	85
168	115
168	135
168	139
168	140
168	143
168	59
168	87
168	90
169	103
169	121
169	145
169	54
169	88
169	97
169	98
170	102
170	156
170	53
171	118
171	120
171	131
171	152
171	155
172	108
172	109
172	111
172	116
172	62
172	67
172	90
172	96
173	82
174	65
175	120
175	141
175	83
176	121
176	122
176	156
176	54
177	101
177	117
177	155
177	61
177	81
177	96
178	107
178	154
178	65
178	79
179	103
179	114
179	150
179	158
179	67
180	156
180	58
180	59
180	60
180	70
181	106
181	111
181	80
181	94
182	126
182	143
182	149
182	84
182	84
183	150
183	50
183	76
183	79
183	87
183	96
184	106
184	121
184	132
184	147
184	152
184	160
184	76
184	86
185	100
185	102
185	110
185	119
185	140
185	52
185	81
185	94
186	127
186	128
186	137
186	140
186	143
186	146
186	148
187	102
187	121
187	130
187	70
187	89
187	92
187	94
188	115
188	122
188	128
188	80
188	90
188	99
189	124
189	125
189	132
190	105
190	118
190	156
190	50
191	54
191	68
192	101
192	108
192	139
192	140
192	90
193	61
194	111
194	136
195	104
195	104
195	147
195	61
195	65
196	122
196	131
196	159
196	50
197	114
197	154
197	72
198	145
198	50
199	92
